uid,article_count,articles,coordinate,e_description,e_title,f_count,is_node,latitude,location,longitude,mp_count,year_range,food,masterpiece
250,2,"《慈湖夹阻风五首》
《书六赋后》","[5814, 3919]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,31.57555,当涂,118.5044,0,1094年,,
251,6,"《答清凉长老一首》
《诸葛武侯画像赞》
《六月七日泊金陵阻风得钟山泉公书寄诗为谢》
《阿弥陀佛赞》
《半山亭》
《予前后守倅余杭凡五年夏秋之间……》","[5852, 3835]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,32.06474,南京,118.8029,0,1094年,,
252,2,"《跋陈莹中题朱表臣欧公帖》
《仆所至未尝出游过长芦……》","[5855, 3790]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,32.32838,六合,118.828,0,1094年,,
253,1,《与庄希仲四首》,"[5902, 3799]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,32.27813,仪征,119.1909,0,1094年,,
254,1,《与孙子发七首》,"[5308, 2791]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,38.15219,正定,114.5774,0,1094年,,
255,33,"《北岳祈雨祝文》
《次韵曾仲锡元日见寄》
《中山松醪赋》
《祈雨诸庙祝文》
《辞诸庙祝文》
《雪浪斋铭》
《与钱济明十六首》
《英州谢上表》
《乞减价粜常平米赈济状》
《中山松醪寄雄州守王引进》
《与刘仲冯六首》
《三国名臣》
《次韵李端叔谢送牛戬》
《三月二十日多叶杏盛开》
《与孙子发七首》
《与参寥子二十一首》
《静安县君许氏绣观音赞》
《春祈北岳祝文》
《立春日小集戏李端叔》
《祭滕大夫母杨夫人文》
《立春祭土牛祝文》
《慰宣仁圣烈皇后祔庙礼毕表》
《乞降度牒修北岳庙状》
《次韵聪上人见寄》
《书渊明诗》
《次韵李端叔送保倅翟安常赴阙兼寄子由》
《次韵王雄州送侍其泾州》
《子由生日以檀香观音像及新合印香银篆盘为寿》
《与滕兴公三首》
《书蜀僧诗》
《慰宣仁圣烈皇后山陵礼毕表》
《与范梦得十首》
《乞将损弱米贷与上户令赈济佃客状》","[5370, 2737]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,38.46584,定州,115.0574,0,1094年,,
256,1,《临城道中作》,"[5301, 2938]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,37.29685,内丘,114.5216,0,1094年,,
257,1,《过汤阴市得豌豆大麦粥示三儿子》,"[5280, 3173]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,35.92772,汤阴,114.3636,0,1094年,,
258,3,"《赴英州乞舟行状》
《书后》
《黄河》","[5301, 3232]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,35.58118,滑县,114.5259,0,1094年,,
259,2,"《自跋》
《与米元章二十八首》","[5372, 3426]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,34.45157,睢县,115.0779,0,1094年,,
260,3,"《子由新修汝州龙兴寺吴画壁》
《与友人一首》
《被命南迁途中寄定武同僚》","[5055, 3458]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,34.26471,临汝,112.6101,0,1094年,,
261,1,《书刘昌事》,"[5403, 3424]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,34.46079,宁陵,115.3116,0,1094年,,
262,2,"《与庄希仲四首》
《过都昌》","[5518, 4313]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,29.27883,都昌,116.2106,0,1094年,,
263,2,"《望湖亭》
《江西一首》","[5485, 4438]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,28.55148,南昌,115.9507,0,1094年,,
264,1,《秧马歌》,"[5362, 4684]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,27.11975,吉安,115.0003,0,1094年,,
265,4,"《与仙尉叶君二首》
《八月七日初入赣过惶恐滩》
《木兰花令》
《书渊明诗二首》","[5336, 4797]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,26.46392,万安,114.7927,0,1094年,,
266,10,"《与仙尉叶君二首》
《自题出颍口初见淮山诗》
《与黄元翁一首》
《题虔州祥符宫乞签》
《马祖庞公真赞》
《与顾子敦一首》
《八境图后叙》
《答虔倅俞括一首》
《书彭城观月诗》
《书乐天诗》","[5355, 4904]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,25.83718,赣州,114.9413,0,1094年,,
267,1,《过大庾岭》,"[5275, 5026]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,25.12534,南雄,114.3174,0,1094年,,
268,4,"《宿建封寺晓登尽善亭望韶石三首》
《方丈记》
《南华寺》
《记南华长老答问》","[5183, 5079]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,24.81617,韶关,113.6038,0,1094年,,
269,2,"《碧落洞》
《题寿圣寺》","[5159, 5186]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,24.19196,英德,113.4215,0,1094年,,
270,2,"《舟行至清远县见顾秀才极谈惠州风物之美》
《峡山寺》","[5113, 5273]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,23.68824,清远,113.0626,0,1094年,,
271,4,"《浣溪沙·咏橘》
《浣溪沙》
《广州女仙》
《广州蒲涧寺》","[5140, 5368]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,1,0,23.13531,广州,113.2708,0,1094年,"[{'f_title': '《浣溪沙 咏橘》', 'f_name': '橘子', 'f_content': '菊暗荷枯一夜霜，新苞绿叶照林光，竹篱茅舍出青黄。\n\n香雾噀人惊半破，清泉流齿怯初尝，吴姬三日手犹香。', 'f_description': '“剥开橘子，芳香的汁水喷洒出来。满怀期待咬一口，甜中带酸的汁水在齿颊间如清泉流过，快乐无边。江南女子剥橘子手上三日留香。”', 'is_long': 1}]",
272,2,"《书后》
《题罗浮》","[5272, 5360]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,23.17886,博罗,114.2963,0,1094年,,
273,36,"《答吴子野七首》
《记太白诗二首》
《江郊》
《事不能两立》
《徐仲车二返》
《思无邪斋铭》
《到惠州谢表》
《花落复次前韵》
《记里舍联句》
《与钱济明十六首》
《西江月·咏梅》
《与程德孺四首》
《评七言丽句》
《与某亲帖》
《与参寥子二十一首》
《与萧世京二首》
《寓居合江楼》
《阮郎归·梅词》
《詹守携酒见过用前韵作诗聊复和之》
《记游白水岩》
《与吴先辈一首》
《新酿桂酒》
《与吴秀才三首》
《与侯德昭一首》
《朝云诗》
《十一月二十六日松风亭下梅花盛开》
《与俞奉议一首》
《寄虎儿》
《无题》
《惠守詹君见和复次韵》
《与曹子方五首》
《书润州道上诗》
《思无邪丹赞》
《浣溪沙》
《试笔》
《论董秦》","[5288, 5371]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,2,0,23.11641,惠州,114.4233,0,1094年,"[{'f_title': '《新酿桂酒》', 'f_name': '桂酒', 'f_content': '捣香筛辣入瓶盆，盎盎春溪带雨浑。\n收拾小山藏社瓮，招呼明月到芳樽。\n酒材已遣门生致，菜把仍叨地主恩。\n烂煮葵羹斟桂醑，风流可惜在蛮村。', 'f_description': '', 'is_long': 0}, {'f_title': '《与子由弟四首（之四）》', 'f_name': '羊蝎子', 'f_content': '惠州市井寥落，然犹日杀一羊，不敢与仕者争买，时嘱屠者买其脊骨耳。骨间亦有微肉，熟煮热漉出，不乘热出，则抱水不干。渍酒中，点薄盐炙微ㄡ食之。终日抉剔，得铢两于肯綮之间，意甚喜之。如食蟹螯，率数日辄一食，甚觉有补。子由三年食堂庖，所食刍豢，没齿而不得骨，岂复知此味乎？戏书此纸遗之，虽戏语，实可施用也。然此说行，则众狗不悦矣。', 'f_description': '“惠州街市上每天都杀一只羊。不过我这个戴罪之人不敢跟这些达官贵人抢，只好私下求宰羊的人，把没人要的羊脊骨卖给我。把羊脊骨拿回家，放在锅里彻底煮透，浇上酒，撒盐少许，再用火烤至微焦，特别好吃。好吃到我从早到晚都在啃骨缝里的碎肉，甚至还能吃出一丝海鲜的味道。老弟啊，你在京城生活条件好，天天吃羊肉，骨头都扔了。你是不知道这羊脊骨有多好吃啊。不过我每次都把骨缝里的肉都剔干净了，狗不是很高兴。”', 'is_long': 1}]",
274,3,"《与正辅游香积寺》
《游博罗香积寺》
《追饯正辅表兄至博罗赋诗为别》","[5272, 5360]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,0,0,23.17886,博罗,114.2963,0,1095年,,
275,195,"《章质夫送酒六壶书至而酒不达戏作小诗问之》
《和陶贫士七首》
《记罗浮异境》
《书外曾祖程公逸事》
《记卓契顺答问》
《欲游半径未果》
《与孙志康二首》
《与林天和二十四首》
《次韵定慧钦长老见寄八首》
《江月五首》
《南乡子·双荔枝》
《与陆子厚一首》
《与程德孺一首》
《与友人一首》
《虔州崇庆禅院新经藏记》
《书昙秀龙尾砚》
《上元夜》
《惠诚》
《书昙秀诗》
《正辅既见和复次前韵慰鼓盆劝学佛》
《药诵》
《书东皋子传后》
《书天庆观壁》
《与程正辅三首》
《三部乐》
《与南华辩老十三首》
《与陈伯修五首》
《四月十一日初食荔支》
《砚铭赠黄鲁直》
《与程正辅七十一首》
《浣溪沙》
《仲殊》
《与章质夫五首》
《寄邓道士》
《书渊明孟府君传后》
《书后》
《记诗》
《十一月九日夜梦与人论神仙道术……》
《书绿筠亭诗》
《书渊明诗后》
《与僧隆贤二首》
《与邓安道四首》
《记游松风亭》
《蝶恋花》
《题合江楼》
《龙虎铅汞说》
《题后四首》
《与徐得之十四首》
《桄榔杖寄张文潜一首时初闻黄鲁直迁黔南范淳父九疑也》
《与惠州都监一首》
《书黄鲁直画跋后三首·北齐校书图》
《与罗秘校四首》
《贺新郎》
《与曹子方五首》
《戏和正辅一字韵》
《书刘梦得诗记罗浮半夜见日事》
《书柳子厚大鉴禅师碑后》
《与杜子师四首》
《法颖》
《和子由次月中梳头韵》
《黄仆射得道》
《荔支叹》
《宝月大师塔铭》
《题白水山》
《答周循州》
《小圃五咏·人参》
《可久清顺》
《次韵程正辅游碧落洞》
《祭亡妹德化县君文》
《与子由弟十首》
《海月辩公真赞》
《闻正辅表兄将至以诗迎之》
《与程正辅一首》
《维琳》
《书归去来词赠契顺》
《与参寥子二十一首》
《次韵正辅表兄江行见桃花》
《正月二十六日偶与数客野步嘉祐僧舍东南野人家……》
《奉和程正辅表兄一字韵诗跋》
《与萧世京二首》
《妙总》
《跋嵇叔夜后》
《与王庠五首》
《食槟榔》
《闻复》
《与刘宜翁使君书》
《减字木兰花·西湖食荔枝》
《与程六郎十郎一首》
《书日月蚀诗》
《秀州长老》
《临江仙·惠州改前韵》
《行香子·病起小集》
《连雨江涨二首》
《二月十九日携白酒鲈鱼过詹使君食槐叶冷淘》
《与清隐老师二首》
《书》
《答黄鲁直五首》
《龙尾石砚寄犹子远》
《送惠州监押》
《殢人娇》
《题嘉祐寺壁》
《浣溪沙·端午》
《惠州祭枯骨文》
《赠王子直秀才》
《圆照》
《书赠荣师》
《东坡酒经》
《付龚行信一首》
《记朝斗》
《正月二十四日与儿子过赖仙芝王原秀才僧昙颖行全道士何宗一同游罗浮道院及栖禅精舍过作诗和其韵寄迈迨一首》
《梦韩魏公》
《与张嘉父七首》
《管幼安贤于荀孔》
《与宝月大师三首》
《海会殿上梁文》
《与翟东玉一首》
《与程全父十二首》
《和陶》
《与杨济甫十首》
《跋所书东皋子传》
《寄子由三法·食芡法》
《送佛面杖与罗浮长老》
《偃松屏赞》
《书黄鲁直画跋后三首·远近景图》
《记道人戏语》
《与王定国四十一首》
《书李承晏墨》
《荔枝龙眼说》
《和陶桃花源》
《答张文潜四首》
《记岭南竹》
《与僧隆贤二首》
《书陆道士镜砚》
《次韵高要令刘湜峡山寺见寄》
《记竹雌雄》
《与方南圭十四首》
《二月八日与黄焘僧昙颖过逍遥堂何道士宗一问疾》
《悼朝云》
《与蒲传正一首》
《与林天和二十四首》
《与子由弟十首》
《记欧阳论退之文》
《与程全父一首》
《和陶岁暮作和张常侍》
《王氏生日致语口号》
《墓头回草录》
《寄高令》
《两桥诗·东新桥》
《答毛泽民七首》
《与章质夫三首》
《与欧阳知晦四首》
《丙子重九二首》
《与友人一首》
《与文公大夫一首》
《与广西宪漕司勋二首》
《新年五首》
《次韵子由所居六咏》
《与周文之四首》
《题栖禅院》
《录所作赠卓契顺并跋》
《与罗秘校四首》
《记与舟师夜坐》
《食荔支二首》
《与方南圭三首》
《题所书宝月塔铭》
《与程正辅三首》
《书和王晋卿题李伯时画马……》
《西江月》
《与南华辩老十三首》
《和陶二首》
《与陈伯修五首》
《书岭南笔》
《迁居》
《荔枝似江瑶柱说》
《书陆道士诗》
《苍术录》
《记徐陵语》
《和子由盆中石菖蒲忽生九花》
《野吏亭记》
《与程全父十二首》
《书逸少》
《和陶》
《与杨济甫十首》
《服黄连法》
《与程正辅七十一首》
《记惠州土芋》
《记黄脽道人语》
《书柳子厚南涧诗》
《朝云墓志铭》
《撷菜》
《与章质夫五首》
《跋卫夫人书》
《与黄师是一首》
《自书柳子厚南涧诗跋》
《书》","[5288, 5371]",1094年，章惇、安焘执政，苏轼遭来之邵弹劾，遂被哲宗贬至惠州（今广东省惠州市）。,二贬惠州,8,0,23.11641,惠州,114.4233,2,1095-1096年,"[{'f_title': '《四月十一日初食荔支》', 'f_name': '荔枝', 'f_content': '南村诸杨北村卢，白华青叶冬不枯。\n垂黄缀紫烟雨里，特与荔子为先驱。\n海山仙人绛罗襦，红纱中单白玉肤。\n不须更待妃子笑，风骨自是倾城姝。\n……', 'f_description': '', 'is_long': 0}, {'f_title': '《二月十九日，携白酒、鲈鱼过詹使君，食槐叶冷淘》', 'f_name': '槐叶冷淘', 'f_content': '枇杷已熟粲金珠，桑落初尝滟玉蛆。\n暂借垂莲十分盏，一浇空腹五车书。\n青浮卵碗槐芽饼，红点冰盘藿叶鱼。\n醉饱高眠真事业，此生有味在三馀。', 'f_description': '“新鲜槐叶捣汁和面，做成面条，冷藏后食用，再整点鱼，喝点小酒……活着真好啊。”', 'is_long': 0}, {'f_title': '《东坡酒经》', 'f_name': '自酿酒', 'f_content': '……吾始取面而起肥之，和之以姜液，烝之使十裂，绳穿而风戾之，愈久而益悍，此麹之精者也。米五斗以为率，而五分之，为三斗者一，为五升者四。三斗者以酿，五升者以投，三投而止，尚有五升之赢也。始酿以四两之饼，而每投以二两之麹，皆泽以少水，取足以散解而匀停也。酿者必瓮按而井泓之，三日而井溢，此吾酒之萌也。酒之始萌也，甚烈而微苦，盖三投而后平也，凡饼烈而麹和，投者必屡尝而增损之，以舌为权衡也。既溢之，三日乃投，九日三投，通十有五日而后定也。既定乃注以斗水，凡水必熟而冷者也。凡酿与投，必寒之而后下，此炎州之令也。既水五日乃𥬠，得二斗有半，此吾酒之正也。先𥬠，半日，取所谓赢者为粥，米一而水三之，揉以饼麹，凡四两，二物并也。投之糟中，熟撋而再酿之，五日压得斗有半，此吾酒之少劲者也。劲正合为四斗，又五日而饮，则和而力严而不猛也。𥬠绝不旋踵而粥投之，少留，则糟枯中风而酒病也。酿久者酒纯而丰，速者反是，故吾酒三十日而成也。', 'f_description': '', 'is_long': 1}, {'f_title': '《闻正辅表兄将至以诗迎之》', 'f_name': '蛇、鹧鸪、小老鼠、猫头鹰', 'f_content': '生逢尧舜仁，得作岭海游。\n虽怀跫然喜，岂免跕堕忧。\n暮雨侵重膇，晓烟腾郁攸。\n朝盘见蜜唧，夜枕闻鸺鹠。\n几欲烹郁屈，固尝馔钩辀。\n舌音渐獠变，面汗尝骍羞。\n……', 'f_description': '*郁屈=蛇；钩辀=鹧鸪；蜜唧=蜜饲的初生鼠；鸺鹠=南方的一种小型猫头鹰', 'is_long': 0}, {'f_title': '《与程正辅书》', 'f_name': '茯苓饼', 'f_content': '某旧苦痔疾，盖二十一年矣。近日忽大作，百药不效，虽知不能为甚害，然痛楚无聊两月余，颇亦难当。出于无计，遂欲休粮以清净胜之，则又未能遽尔。\n\n但择其近似者，断酒断肉，断盐酢酱菜，凡有味物，皆断，又断粳米饭，惟食淡面一味。其间更食胡麻、伏苓麨少许取饱。胡麻，黑脂麻是也。去皮，九蒸曝白。伏苓去皮，捣罗入少白蜜，为麨，杂胡麻食之，甚美。如此服食已多日，气力不衰，而痔渐退。', 'f_description': '“痔疮又犯了，疼得要死。医生说要戒酒戒盐，清淡饮食，肉都不让我吃——这简直是要杀了我。\n\n没办法，我只好把白面、茯苓、去皮黑芝麻搅在一起，加少量白蜜，做成饼吃。吃了几天，精神百倍，痔疮都好了。”', 'is_long': 1}, {'f_title': '《与程正辅四十七首（之二）》', 'f_name': '酥梨、猫笋、五味煎、榴枣', 'f_content': '寄贶酥梨、猫笋、五味煎、榴枣等北方珍奇，物意两重，感佩无穷。轼近来眠食颇佳，痔疾亦渐去矣。兄去此后，恐寓行衙，亦非久安之计，意欲结茅水东山上，但未有佳处，当徐择尔……', 'f_description': '“听说你要走了，我也没什么送你的，就送你点北方特色小吃吧：有酥梨、猫笋、五味煎、榴枣等等。礼重，情意也重。”', 'is_long': 1}, {'f_title': '《食荔支二首，并引 其二》', 'f_name': '荔枝', 'f_content': '罗浮山下四时春，卢橘杨梅次第新。\n日啖荔支三百颗，不辞长作岭南人。', 'f_description': '“要是一天能吃上三百颗荔枝，我愿一生一世都当岭南人！”', 'is_long': 0}, {'f_title': '《撷菜》', 'f_name': '萝卜、芥菜', 'f_content': '秋来霜露满东园，芦菔生儿芥有孙。\n我与何曾同一饱，不知何苦食鸡豚。', 'f_description': '', 'is_long': 0}]","[{'mp_title': '《蝶恋花·春景》', 'mp_content': '花褪残红青杏小，燕子飞时，绿水人家绕。枝上柳绵吹又少，天涯何处无芳草。\n\n墙里鞦韆墙外道，墙外行人，墙里佳人笑。笑渐不闻声渐悄，多情却被无情恼。', 'mp_description': '', 'is_long': 1}, {'mp_title': '《记道人戏语》', 'mp_content': '绍圣二年五月九日，都下有道人坐相国寺卖诸禁方，缄题其一曰：卖“赌钱不输方”。少年有博者，以千金得之。归，发视其方，曰：“但止乞头。”道人亦善鬻术矣，戏语得千金，然亦未尝欺少年也。', 'mp_description': '“相国寺有个道士，在卖‘赌钱不输方’。有个富二代花千金买了。回家拆开一看，上边写的‘戒赌’。有一说一，确实。”', 'is_long': 1}]"
276,2,"《与方南圭十四首》
《与王敏仲十八首》","[5140, 5368]",1097年，苏轼又被贬至儋州（今海南省儋州市）。初到儋州时无地可住，苏轼就在官舍暂住。不久，当地人为他建了三间房屋，苏轼将其命名为桄榔庵。,再贬海南,0,1,23.13531,广州,113.2708,0,1097年,,
277,132,"《灵感观音偈》
《惠州李氏潜珍阁铭》
《与张元明四首》
《服茯苓法》
《与方南圭十四首》
《僧伽同行》
《书黄鲁直后》
《与林天和二十四首》
《书过送昙秀诗后》
《颜回箪瓢》
《请超公住持南华寺疏》
《书常建诗》
《诵经帖》
《颜蠋巧贫》
《循守临行出小鬟复用前韵》
《赠陈守道》
《与友人一首》
《与周文之四首》
《记黄鲁直语》
《惠州灵惠院壁间画一仰面向天醉僧云是蜀僧隐峦所作题诗于其下》
《记郑君老佛语》
《书迈诗》
《书薛能茶诗》
《采日月华赞》
《司马穰苴》
《书韩定辞马郁诗》
《与陈伯修五首》
《书乐天香山寺诗》
《与游嗣立二首》
《龟附语》
《浣溪沙》
《尧逊位于许由》
《田单火牛》
《跋尾》
《与萧朝奉一首》
《书四适赠张鹗》
《以利害民》
《书石晋笔仙》
《和陶四首》
《观妙堂记》
《赠包安静先生茶二首》
《论六祖》
《记授真一酒法》
《孟尝君宾礼狗盗》
《改观音经》
《荐鸡疏》
《元华子真赞》
《陈太初尸解》
《螺蚌相语》
《又次韵二守同访新居》
《忏经疏》
《付迈一首》
《白鹤山新居凿井四十尺遇磐石石尽乃得泉》
《天华宫》
《与知县十首》
《何苓之名说》
《求婚启》
《侍其公气术》
《服地黄方》
《与曹子方五首》
《施饿鬼文》
《历代世变》
《书食蜜》
《种茶》
《子由真赞》
《与子由六首》
《巢由不可废》
《仙不可力求》
《道士锻铁》
《跋山谷草书》
《记朱炎禅颂》
《芍药与牡丹》
《周瑜雅量》
《赵尧真刀笔吏》
《与章质夫三首》
《答范纯夫十一首》
《孔子诛少正卯》
《又次韵二守许过新居》
《阳丹阴炼》
《食鸡卵说》
《书结绳砚》
《海上道人传以神守气诀》
《记道人养生语》
《书诸葛笔》
《梦斋铭·叙》
《次韵惠循二守相会》
《记导引家语》
《三马图赞》
《宰我不叛》
《石普嗜杀》
《与王敏仲十八首》
《尧不诛四凶》
《书子厚诗》
《梁工说》
《沿流馆中得二绝句》
《阴丹阳炼》
《周炳文瓢砚记》
《书刘景文诗后》
《记临江驿诗》
《自画背面图并赞》
《穆生去楚王戊》
《记佛语》
《三月二十九日二首》
《陈平论全兵》
《跋鲁直》
《记欧阳公论文》
《戏赠秀老》
《远游庵铭》
《王韩论兵》
《暮归》
《无名和尚颂观音偈》
《梁贾说》
《白鹤峰新居欲成夜过西邻翟秀才二首》
《题次韵惠循二守相会诗》
《书海苔纸》
《书退之诗》
《自评文》
《吴子野绝粒不睡过作诗戏之芝上人陆道士皆和予亦次其韵》
《符陵丹砂》
《曹袁兴亡》
《郦寄幸免》
《与朱振二首》
《书青州石末砚》
《待旦》
《睡乡记》
《唐彬》
《汉武无秦穆之德》
《跋黔安居士渔父词》
《松气炼砂》
《捕鱼图赞》
《释天性》
《记钱塘杀鹅》","[5288, 5371]",1097年，苏轼又被贬至儋州（今海南省儋州市）。初到儋州时无地可住，苏轼就在官舍暂住。不久，当地人为他建了三间房屋，苏轼将其命名为桄榔庵。,再贬海南,0,0,23.11641,惠州,114.4233,0,1097年,,
278,1,《吾谪海南子由雷州被命即行了不相知至梧……》,"[4884, 5308]",1097年，苏轼又被贬至儋州（今海南省儋州市）。初到儋州时无地可住，苏轼就在官舍暂住。不久，当地人为他建了三间房屋，苏轼将其命名为桄榔庵。,再贬海南,0,0,23.48287,梧州,111.2856,0,1097年,,
279,2,"《与冯大钧二首》
《和陶》","[4742, 5849]",1097年，苏轼又被贬至儋州（今海南省儋州市）。初到儋州时无地可住，苏轼就在官舍暂住。不久，当地人为他建了三间房屋，苏轼将其命名为桄榔庵。,再贬海南,0,0,20.33276,徐闻,110.1815,0,1097年,,
280,2,"《与张景温二首》
《与张逢六首》","[4765, 5904]",1097年，苏轼又被贬至儋州（今海南省儋州市）。初到儋州时无地可住，苏轼就在官舍暂住。不久，当地人为他建了三间房屋，苏轼将其命名为桄榔庵。,再贬海南,0,0,20.00965,琼山,110.3608,0,1097年,,
